DIRECCIÓN;TIPO_EVENTO;SUBSECTOR;PROYECTO;TITULAR;MODALIDAD;LUGAR;DEPARTAMENTO;FECHA;HORA;ESTADO;NUMERO_ASISTENTES;NUMERO_MUJERES;NUMERO_HOMBRES;NUMERO_PREGUNTAS;FECHA_CORTE
DIRECCIÓN DE EVALUACIÓN AMBIENTAL PARA PROYECTOS DE RECURSOS NATURALES Y PRODUCTIVOS;AUDIENCIA;ELECTRICIDAD;ESTUDIO DE IMPACTO AMBIENTAL DEL PROYECTO “LÍNEA DE TRANSMISIÓN 220 KV AZÁNGARO-JULIACA-PUNO Y SUBESTACIONES ASOCIADAS”;TESUR 2 S.A.;PRESENCIAL;LOCAL COMUNAL DE LA C.C. SAN PEDRO DE COLLANA, UBICADO EN LA C.C. SAN PEDRO DE COLLANA, DISTRITO DE CAMINACA, PROVINCIA DE AZÁNGARO, REGIÓN PUNO;PUNO;20160330;10:00:00;REALIZADO;79;NULL;NULL;11;20240530
DIRECCIÓN DE EVALUACIÓN AMBIENTAL PARA PROYECTOS DE RECURSOS NATURALES Y PRODUCTIVOS;TALLER;ELECTRICIDAD;ESTUDIO DE IMPACTO AMBIENTAL DEL PROYECTO “LÍNEA DE TRANSMISIÓN 220 KV AZÁNGARO-JULIACA-PUNO Y SUBESTACIONES ASOCIADAS;TESUR 2 S.A.;PRESENCIAL;SALÓN COMUNAL DE LA C.C. SANTA BÁRBARA DE MORO S/N, DISTRITO DE PAUCARCOLLA, PROVINCIA DE PUNO, REGIÓN PUNO;PUNO;20160330;13:00:00;REALIZADO;NULL;NULL;NULL;12;20240530
DIRECCIÓN DE EVALUACIÓN AMBIENTAL PARA PROYECTOS DE RECURSOS NATURALES Y PRODUCTIVOS;AUDIENCIA;ELECTRICIDAD;ESTUDIO DE IMPACTO AMBIENTAL DEL PROYECTO “LÍNEA DE TRANSMISIÓN 220 KV AZÁNGARO-JULIACA-PUNO Y SUBESTACIONES ASOCIADAS”;TESUR 2 S.A.;PRESENCIAL;LOCAL COMUNAL DE LA C.C. MATARO CHICO, UBICADO EN LA C.C. MATARO CHICO, DISTRITO DE SANTIAGO DE PUPUJA, PROVINCIA DE AZÁNGARO, REGIÓN PUNO;PUNO;20160331;10:00:00;REALIZADO;68;NULL;NULL;3;20240530
DIRECCIÓN DE EVALUACIÓN AMBIENTAL PARA PROYECTOS DE RECURSOS NATURALES Y PRODUCTIVOS;AUDIENCIA;ELECTRICIDAD;ESTUDIO DE IMPACTO AMBIENTAL DEL PROYECTO “LÍNEA DE TRANSMISIÓN 220 KV AZÁNGARO-JULIACA-PUNO Y SUBESTACIONES ASOCIADAS”;TESUR 2 S.A.;PRESENCIAL;INSTITUCIÓN EDUCATIVA N° 72092, UBICADO EN LA C.C. SEGUNDO SAHUACASI, DISTRITO DE SANTIAGO DE PUPUJA, PROVINCIA DE AZÁNGARO, REGIÓN PUNO;PUNO;20160401;10:00:00;REALIZADO;46;NULL;NULL;10;20240530
DIRECCIÓN DE EVALUACIÓN AMBIENTAL PARA PROYECTOS DE RECURSOS NATURALES Y PRODUCTIVOS;AUDIENCIA;ELECTRICIDAD;ESTUDIO DE IMPACTO AMBIENTAL DEL PROYECTO “LÍNEA DE TRANSMISIÓN 220 KV AZÁNGARO-JULIACA-PUNO Y SUBESTACIONES ASOCIADAS”;TESUR 2 S.A.;PRESENCIAL;SALÓN COMUNAL DE LA C.C. SAN JOSÉ DE COLLANA, UBICADO EN LA C.C. SAN JOSÉ DE COLLANA, DISTRITO DE PAUCARCOLLA, PROVINCIA DE PUNO, REGIÓN PUNO;PUNO;20160402;10:00:00;REALIZADO;38;NULL;NULL;5;20240530
DIRECCIÓN DE EVALUACIÓN AMBIENTAL PARA PROYECTOS DE RECURSOS NATURALES Y PRODUCTIVOS;AUDIENCIA;ELECTRICIDAD;ESTUDIO DE IMPACTO AMBIENTAL DEL PROYECTO “LÍNEA DE TRANSMISIÓN 220 KV AZÁNGARO-JULIACA-PUNO Y SUBESTACIONES ASOCIADAS”;TESUR 2 S.A.;PRESENCIAL;SALÓN COMUNAL DE LA C.C. MICAELA BASTIDAS DE YANAMOCCO, UBICADO EN LA C.C. DE MICAELA BASTIDAS DE YANAMOCCO, DISTRITO DE ATUNCOLLA, PROVINCIA DE PUNO, REGIÓN PUNO.;PUNO;20160411;11:00:00;REALIZADO;38;12;26;3;20240530
DIRECCIÓN DE EVALUACIÓN AMBIENTAL PARA PROYECTOS DE RECURSOS NATURALES Y PRODUCTIVOS;AUDIENCIA;ELECTRICIDAD;MODIFICACIÓN DEL ESTUDIO DE IMPACTO AMBIENTAL DEL PROYECTO “MEJORAS A LA SEGURIDAD ENERGÉTICA DEL PAÍS Y DESARROLLO DEL GASODUCTO SUR PERUANO – ESTACIÓN DE COMPRESIÓN ECHARATE, VARIANTE DE TRAZO KP 0+000 AL KP 4+000 Y COMPONENTES AUXILIARES”;GASODUCTO SUR PERUANO S.A.;PRESENCIAL;LOCAL COMUNAL DEL ASENTAMIENTO RURAL TÚPAC AMARU, DISTRITO DE ECHARATE, PROVINCIA DE LA CONVENCIÓN EN EL DEPARTAMENTO DE CUSCO.;CUSCO;20160419;10:00:00;REALIZADO;NULL;NULL;NULL;34;20240530
DIRECCIÓN DE EVALUACIÓN AMBIENTAL PARA PROYECTOS DE RECURSOS NATURALES Y PRODUCTIVOS;TALLER;ELECTRICIDAD;MODIFICACIÓN DEL ESTUDIO DE IMPACTO AMBIENTAL DEL PROYECTO “CENTRAL TÉRMICA DE IQUITOS NUEVA Y LÍNEA DE TRANSMISIÓN 60 KV;GENRENT DEL PERÚ S.A.C.;PRESENCIAL;I.E. N° 60839 DE LA COMUNIDAD NATIVA CENTRO ARENAL, DISTRITO DE PUNCHANA, PROVINCIA DE MAYNAS, DEPARTAMENTO DE LORETO.;LORETO;20160510;14:00:00;REALIZADO;NULL;NULL;NULL;13;20240530
DIRECCIÓN DE EVALUACIÓN AMBIENTAL PARA PROYECTOS DE RECURSOS NATURALES Y PRODUCTIVOS;TALLER;ELECTRICIDAD;MODIFICACIÓN DEL ESTUDIO DE IMPACTO AMBIENTAL DEL PROYECTO “CENTRAL TÉRMICA DE IQUITOS NUEVA Y LÍNEA DE TRANSMISIÓN 60 KV;GENRENT DEL PERÚ S.A.C.;PRESENCIAL;LOCAL COMUNAL DE LA COMUNIDAD NATIVA SANTO TOMÁS S/N, DISTRITO DE PUNCHANA, PROVINCIA DE MAYNAS, DEPARTAMENTO DE LORETO.;LORETO;20160511;14:00:00;REALIZADO;NULL;NULL;NULL;11;20240530
DIRECCIÓN DE EVALUACIÓN AMBIENTAL PARA PROYECTOS DE RECURSOS NATURALES Y PRODUCTIVOS;TALLER;ELECTRICIDAD;MODIFICACIÓN DEL ESTUDIO DE IMPACTO AMBIENTAL DEL PROYECTO “CENTRAL TÉRMICA DE IQUITOS NUEVA Y LÍNEA DE TRANSMISIÓN 60 KV;GENRENT DEL PERÚ S.A.C.;PRESENCIAL;AUDITORIO MUNICIPAL MALOCA, UBICADO EN CALLE ECHENIQUE N° 350, DISTRITO DE IQUITOS, PROVINCIA DE MAYNAS, DEPARTAMENTO DE LORETO.;LORETO;20160512;10:00:00;REALIZADO;NULL;NULL;NULL;9;20240530
DIRECCIÓN DE EVALUACIÓN AMBIENTAL PARA PROYECTOS DE RECURSOS NATURALES Y PRODUCTIVOS;TALLER;ELECTRICIDAD;MODIFICACIÓN DEL ESTUDIO DE IMPACTO AMBIENTAL DEL PROYECTO “CENTRAL TÉRMICA DE IQUITOS NUEVA Y LÍNEA DE TRANSMISIÓN 60 KV;GENRENT DEL PERÚ S.A.C.;PRESENCIAL;COMEDOR MUNICIPAL, UBICADO EN AV. 28 DE JULIO S/N, FRENTE AL BANCO DE LA NACIÓN, DISTRITO DE PUNCHANA, PROVINCIA DE MAYNAS, DEPARTAMENTO DE LORETO.;LORETO;20160512;18:00:00;REALIZADO;NULL;NULL;NULL;13;20240530
DIRECCIÓN DE EVALUACIÓN AMBIENTAL PARA PROYECTOS DE RECURSOS NATURALES Y PRODUCTIVOS;TALLER;ELECTRICIDAD;MODIFICACIÓN DEL ESTUDIO DE IMPACTO AMBIENTAL DEL PROYECTO “LÍNEA DE TRANSMISIÓN LOCAL 138 KV S.E. ILO 3 – S.E. PLAZA TOQUEPALA – VARIANTE DE LA LÍNEA DE TRANSMISIÓN LOCAL 138 KV;ABENGOA PERÚ S.A.;PRESENCIAL;LOCAL COMUNAL DE HIGUERANI, EN LA COMUNIDAD CAMPESINA CARUMBRAYA – HIGUERANI, DISTRITO DE ILABAYA, PROVINCIA DE JORGE BASADRE, DEPARTAMENTO DE TACNA;TACNA;20160513;17:00:00;REALIZADO;33;13;20;5;20240530
DIRECCIÓN DE EVALUACIÓN AMBIENTAL PARA PROYECTOS DE RECURSOS NATURALES Y PRODUCTIVOS;TALLER;ELECTRICIDAD;"MODIFICACIÓN DEL EIA DEL PROYECTO ""CONVERSIÓN A GAS NATURAL Y TRANSFORMACIÓN A CICLO COMBINADO DE LA CENTRAL TERMOELÉCTRICA VENTANILLA S.A. POR CAMBIO DE PUNTO DE VERTIMIENTO DEL RÍO CHILLÓN AL MAR""";ENEL GENERACIÓN PERÚ S.A.;PRESENCIAL;COLEGIO HÉROES DEL CENEPA DE LA ASOCIACIÓN CADA HUERTA VIRGEN DE LAS MERCEDES ;CALLAO;20160526;16:00:00;REALIZADO;32;13;19;16;20240530
DIRECCIÓN DE EVALUACIÓN AMBIENTAL PARA PROYECTOS DE RECURSOS NATURALES Y PRODUCTIVOS;TALLER;ELECTRICIDAD;MODIFICACIÓN DEL ESTUDIO DE IMPACTO AMBIENTAL DEL PROYECTO “LÍNEA DE TRANSMISIÓN EN 220 KV MACHUPICCHU – QUENCORO – ONOCORA - TINTAYA Y SUBESTACIONES ASOCIADAS, VARIANTES HUAYOPATA, REALINEAMIENTOS Y COMPONENTES AUXILIARES”;ATN 3 S.A.;PRESENCIAL;LOCAL COMUNAL DE LA C.C. CHANCA, DISTRITO DE HUARO, PROVINCIA DE QUISPICANCHI, REGIÓN CUSCO;CUSCO;20160528;07:00:00;REALIZADO;NULL;NULL;NULL;8;20240530
DIRECCIÓN DE EVALUACIÓN AMBIENTAL PARA PROYECTOS DE RECURSOS NATURALES Y PRODUCTIVOS;TALLER;ELECTRICIDAD;MODIFICACIÓN DEL ESTUDIO DE IMPACTO AMBIENTAL DEL PROYECTO “LÍNEA DE TRANSMISIÓN EN 220 KV MACHUPICCHU – QUENCORO – ONOCORA - TINTAYA Y SUBESTACIONES ASOCIADAS, VARIANTES HUAYOPATA, REALINEAMIENTOS Y COMPONENTES AUXILIARES”;ATN 3 S.A.;PRESENCIAL;LOCAL DE LA I.E. N° 56156 DE LA C.C. PUCACANCHA, DISTRITO DE KUNTURKANKI, PROVINCIA DE CANAS, REGIÓN CUSCO;CUSCO;20160529;15:00:00;REALIZADO;58;31;27;9;20240530
DIRECCIÓN DE EVALUACIÓN AMBIENTAL PARA PROYECTOS DE RECURSOS NATURALES Y PRODUCTIVOS;TALLER;ELECTRICIDAD;MODIFICACIÓN DEL ESTUDIO DE IMPACTO AMBIENTAL DEL PROYECTO “LÍNEA DE TRANSMISIÓN EN 220 KV MACHUPICCHU – QUENCORO – ONOCORA - TINTAYA Y SUBESTACIONES ASOCIADAS, VARIANTES HUAYOPATA, REALINEAMIENTOS Y COMPONENTES AUXILIARES”;ATN 3 S.A.;PRESENCIAL;LOCAL COMUNAL SECTOR AYLLU CENTRAL C.C. CHARA, DISTRITO DE SAN PABLO, PROVINCIA DE CANCHIS, REGIÓN CUSCO;CUSCO;20160529;18:00:00;REALIZADO;148;51;97;13;20240530
DIRECCIÓN DE EVALUACIÓN AMBIENTAL PARA PROYECTOS DE RECURSOS NATURALES Y PRODUCTIVOS;TALLER;ELECTRICIDAD;MODIFICACIÓN DEL ESTUDIO DE IMPACTO AMBIENTAL DEL PROYECTO “LÍNEA DE TRANSMISIÓN EN 220 KV MACHUPICCHU – QUENCORO – ONOCORA - TINTAYA Y SUBESTACIONES ASOCIADAS, VARIANTES HUAYOPATA, REALINEAMIENTOS Y COMPONENTES AUXILIARES”;ATN 3 S.A.;PRESENCIAL;SALÓN COMUNAL DE LA C.C. CHUJCHUCALLA, DISTRITO DE YANAOCA, PROVINCIA DE CANAS, REGIÓN CUSCO;CUSCO;20160530;08:00:00;REALIZADO;51;19;32;8;20240530
DIRECCIÓN DE EVALUACIÓN AMBIENTAL PARA PROYECTOS DE RECURSOS NATURALES Y PRODUCTIVOS;TALLER;ELECTRICIDAD;MODIFICACIÓN DEL ESTUDIO DE IMPACTO AMBIENTAL DEL PROYECTO “LÍNEA DE TRANSMISIÓN EN 220 KV MACHUPICCHU – QUENCORO – ONOCORA - TINTAYA Y SUBESTACIONES ASOCIADAS, VARIANTES HUAYOPATA, REALINEAMIENTOS Y COMPONENTES AUXILIARES”;ATN 3 S.A.;PRESENCIAL;LOCAL COMUNAL DE LA C.C. MANCCO, DISTRITO DE ANDAHUAYLILLAS, PROVINCIA DE QUISPICANCHI, REGIÓN CUSCO;CUSCO;20160530;18:00:00;REALIZADO;NULL;NULL;NULL;4;20240530
DIRECCIÓN DE EVALUACIÓN AMBIENTAL PARA PROYECTOS DE RECURSOS NATURALES Y PRODUCTIVOS;TALLER;ELECTRICIDAD;MODIFICACIÓN DEL ESTUDIO DE IMPACTO AMBIENTAL DEL PROYECTO “LÍNEA DE TRANSMISIÓN EN 220 KV MACHUPICCHU – QUENCORO – ONOCORA - TINTAYA Y SUBESTACIONES ASOCIADAS, VARIANTES HUAYOPATA, REALINEAMIENTOS Y COMPONENTES AUXILIARES”;ATN 3 S.A.;PRESENCIAL;SALÓN COMUNAL DE LA C.C. OQUEBAMBA, DISTRITO DE KUNTURKANKI, PROVINCIA DE CANAS, REGIÓN CUSCO;CUSCO;20160531;10:00:00;REALIZADO;71;35;36;4;20240530
DIRECCIÓN DE EVALUACIÓN AMBIENTAL PARA PROYECTOS DE RECURSOS NATURALES Y PRODUCTIVOS;TALLER;ELECTRICIDAD;MODIFICACIÓN DEL ESTUDIO DE IMPACTO AMBIENTAL DEL PROYECTO “LÍNEA DE TRANSMISIÓN EN 220 KV MACHUPICCHU – QUENCORO – ONOCORA - TINTAYA Y SUBESTACIONES ASOCIADAS, VARIANTES HUAYOPATA, REALINEAMIENTOS Y COMPONENTES AUXILIARES”;ATN 3 S.A.;PRESENCIAL;LOCAL COMUNAL DE LA C.C. PUNACANCHA, DISTRITO DE SAN SEBASTIÁN, PROVINCIA DE CUSCO, REGIÓN CUSCO;CUSCO;20160531;17:00:00;REALIZADO;NULL;NULL;NULL;7;20240530
DIRECCIÓN DE EVALUACIÓN AMBIENTAL PARA PROYECTOS DE RECURSOS NATURALES Y PRODUCTIVOS;TALLER;ELECTRICIDAD;MODIFICACIÓN DEL ESTUDIO DE IMPACTO AMBIENTAL DEL PROYECTO “LÍNEA DE TRANSMISIÓN EN 220 KV MACHUPICCHU – QUENCORO – ONOCORA - TINTAYA Y SUBESTACIONES ASOCIADAS, VARIANTES HUAYOPATA, REALINEAMIENTOS Y COMPONENTES AUXILIARES”;ATN 3 S.A.;PRESENCIAL;SALÓN COMUNAL DE LA C.C. CHACHAPOYAS, DISTRITO DE CHECACUPE, PROVINCIA DE CANCHIS, REGIÓN CUSCO;CUSCO;20160601;17:00:00;REALIZADO;22;13;9;2;20240530
DIRECCIÓN DE EVALUACIÓN AMBIENTAL PARA PROYECTOS DE RECURSOS NATURALES Y PRODUCTIVOS;TALLER;ELECTRICIDAD;MODIFICACIÓN DEL ESTUDIO DE IMPACTO AMBIENTAL DEL PROYECTO “LÍNEA DE TRANSMISIÓN EN 220 KV MACHUPICCHU – QUENCORO – ONOCORA - TINTAYA Y SUBESTACIONES ASOCIADAS, VARIANTES HUAYOPATA, REALINEAMIENTOS Y COMPONENTES AUXILIARES”;ATN 3 S.A.;PRESENCIAL;AUDITORIO MUNICIPAL DEL CENTRO POBLADO DE HUYRO, DISTRITO DE HUAYOPATA, PROVINCIA DE LA CONVENCIÓN, REGIÓN CUSCO;CUSCO;20160602;10:00:00;REALIZADO;NULL;NULL;NULL;21;20240530
DIRECCIÓN DE EVALUACIÓN AMBIENTAL PARA PROYECTOS DE RECURSOS NATURALES Y PRODUCTIVOS;TALLER;HIDROCARBUROS;ESTUDIO DE IMPACTO AMBIENTAL DETALLADO DEL PROYECTO “DESARROLLO E INSTALACIONES DE PRODUCCIÓN DEL LOTE 131”;CEPSA PERUANA S.A.C.;PRESENCIAL;LOCAL COMUNAL DEL CASERÍO PRIMAVERA, DISTRITO ALEXANDER VON HUMBOLDT, PROVINCIA PADRE ABAD, DEPARTAMENTO DE UCAYALI.;UCAYALI;20160610;13:00:00;REALIZADO;48;18;30;6;20240530
DIRECCIÓN DE EVALUACIÓN AMBIENTAL PARA PROYECTOS DE RECURSOS NATURALES Y PRODUCTIVOS;TALLER;HIDROCARBUROS;ESTUDIO DE IMPACTO AMBIENTAL DETALLADO DEL PROYECTO “DESARROLLO E INSTALACIONES DE PRODUCCIÓN DEL LOTE 131”;CEPSA PERUANA S.A.C.;PRESENCIAL;LOCAL COMUNAL DEL CASERÍO ASCENSIÓN DEL AGUAYTILLO, DISTRITO ALEXANDER VON HUMBOLDT, PROVINCIA PADRE ABAD, DEPARTAMENTO DE UCAYALI.;UCAYALI;20160611;09:00:00;REALIZADO;53;27;26;7;20240530
DIRECCIÓN DE EVALUACIÓN AMBIENTAL PARA PROYECTOS DE RECURSOS NATURALES Y PRODUCTIVOS;AUDIENCIA;ELECTRICIDAD;MODIFICACIÓN DEL ESTUDIO DE IMPACTO AMBIENTAL DEL PROYECTO “LÍNEA DE TRANSMISIÓN EN 220 KV MACHUPICCHU – QUENCORO – ONOCORA - TINTAYA Y SUBESTACIONES ASOCIADAS, VARIANTES HUAYOPATA, REALINEAMIENTOS Y COMPONENTES AUXILIARES”;ATN 3 S.A.;PRESENCIAL;SALÓN COMUNAL DE LA C.C. OQUEBAMBA, DISTRITO DE KUNTURKANKI, PROVINCIA DE CANAS, REGIÓN CUSCO;CUSCO;20160612;14:00:00;REALIZADO;59;31;28;7;20240530
DIRECCIÓN DE EVALUACIÓN AMBIENTAL PARA PROYECTOS DE RECURSOS NATURALES Y PRODUCTIVOS;AUDIENCIA;ELECTRICIDAD;MODIFICACIÓN DEL ESTUDIO DE IMPACTO AMBIENTAL DEL PROYECTO “LÍNEA DE TRANSMISIÓN EN 220 KV MACHUPICCHU – QUENCORO – ONOCORA - TINTAYA Y SUBESTACIONES ASOCIADAS, VARIANTES HUAYOPATA, REALINEAMIENTOS Y COMPONENTES AUXILIARES”;ATN 3 S.A.;PRESENCIAL;LOCAL COMUNAL SECTOR AYLLU CENTRAL C.C. CHARA, DISTRITO DE SAN PABLO, PROVINCIA DE CANCHIS, REGIÓN CUSCO;CUSCO;20160612;18:00:00;REALIZADO;150;56;94;12;20240530
DIRECCIÓN DE EVALUACIÓN AMBIENTAL PARA PROYECTOS DE RECURSOS NATURALES Y PRODUCTIVOS;AUDIENCIA;ELECTRICIDAD;MODIFICACIÓN DEL ESTUDIO DE IMPACTO AMBIENTAL DEL PROYECTO “LÍNEA DE TRANSMISIÓN EN 220 KV MACHUPICCHU – QUENCORO – ONOCORA - TINTAYA Y SUBESTACIONES ASOCIADAS, VARIANTES HUAYOPATA, REALINEAMIENTOS Y COMPONENTES AUXILIARES”;ATN 3 S.A.;PRESENCIAL;SALÓN COMUNAL DE LA C.C. CHACHAPOYAS, DISTRITO DE CHECACUPE, PROVINCIA DE CANCHIS, REGIÓN CUSCO;CUSCO;20160613;18:00:00;REALIZADO;18;7;11;8;20240530
DIRECCIÓN DE EVALUACIÓN AMBIENTAL PARA PROYECTOS DE RECURSOS NATURALES Y PRODUCTIVOS;AUDIENCIA;ELECTRICIDAD;MODIFICACIÓN DEL ESTUDIO DE IMPACTO AMBIENTAL DEL PROYECTO “LÍNEA DE TRANSMISIÓN EN 220 KV MACHUPICCHU – QUENCORO – ONOCORA - TINTAYA Y SUBESTACIONES ASOCIADAS, VARIANTES HUAYOPATA, REALINEAMIENTOS Y COMPONENTES AUXILIARES”;ATN 3 S.A.;PRESENCIAL;SALÓN COMUNAL DE LA C.C. CHUJCHUCALLA, DISTRITO DE YANAOCA, PROVINCIA DE CANAS, REGIÓN CUSCO;CUSCO;20160614;08:00:00;REALIZADO;43;26;17;7;20240530
DIRECCIÓN DE EVALUACIÓN AMBIENTAL PARA PROYECTOS DE RECURSOS NATURALES Y PRODUCTIVOS;AUDIENCIA;ELECTRICIDAD;MODIFICACIÓN DEL ESTUDIO DE IMPACTO AMBIENTAL DEL PROYECTO “LÍNEA DE TRANSMISIÓN EN 220 KV MACHUPICCHU – QUENCORO – ONOCORA - TINTAYA Y SUBESTACIONES ASOCIADAS, VARIANTES HUAYOPATA, REALINEAMIENTOS Y COMPONENTES AUXILIARES”;ATN 3 S.A.;PRESENCIAL;LOCAL COMUNAL DE LA C.C. MANCCO, DISTRITO DE ANDAHUAYLILLAS, PROVINCIA DE QUISPICANCHI, REGIÓN CUSCO;CUSCO;20160615;07:00:00;REALIZADO;58;24;34;14;20240530
DIRECCIÓN DE EVALUACIÓN AMBIENTAL PARA PROYECTOS DE RECURSOS NATURALES Y PRODUCTIVOS;AUDIENCIA;ELECTRICIDAD;MODIFICACIÓN DEL ESTUDIO DE IMPACTO AMBIENTAL DEL PROYECTO “LÍNEA DE TRANSMISIÓN EN 220 KV MACHUPICCHU – QUENCORO – ONOCORA - TINTAYA Y SUBESTACIONES ASOCIADAS, VARIANTES HUAYOPATA, REALINEAMIENTOS Y COMPONENTES AUXILIARES”;ATN 3 S.A.;PRESENCIAL;AUDITORIO MUNICIPAL DEL CENTRO POBLADO DE HUYRO, DISTRITO DE HUAYOPATA, PROVINCIA DE LA CONVENCIÓN, REGIÓN CUSCO;CUSCO;20160617;10:00:00;REALIZADO;65;22;43;20;20240530
DIRECCIÓN DE EVALUACIÓN AMBIENTAL PARA PROYECTOS DE RECURSOS NATURALES Y PRODUCTIVOS;AUDIENCIA;ELECTRICIDAD;MODIFICACIÓN DEL ESTUDIO DE IMPACTO AMBIENTAL DEL PROYECTO “LÍNEA DE TRANSMISIÓN EN 220 KV MACHUPICCHU – QUENCORO – ONOCORA - TINTAYA Y SUBESTACIONES ASOCIADAS, VARIANTES HUAYOPATA, REALINEAMIENTOS Y COMPONENTES AUXILIARES”;ATN 3 S.A.;PRESENCIAL;LOCAL COMUNAL DE LA C.C. PUNACANCHA, DISTRITO DE SAN SEBASTIÁN, PROVINCIA DE CUSCO, REGIÓN CUSCO;CUSCO;20160618;08:00:00;REALIZADO;65;28;37;25;20240530
DIRECCIÓN DE EVALUACIÓN AMBIENTAL PARA PROYECTOS DE RECURSOS NATURALES Y PRODUCTIVOS;TALLER;MINERÍA;ESTUDIO DE IMPACTO AMBIENTAL DETALLADO DEL PROYECTO DE EXPLOTACIÓN TARMATAMBO;EXPLORACIONES MINERAS SAN RAMÓN S.A.;PRESENCIAL;LOCAL COMUNAL – COMUNIDAD CAMPESINA TARMATAMBO, DISTRITO Y PROVINCIA DE TARMA, DEPARTAMENTO DE JUNÍN. ;JUNIN;20160823;09:00:00;REALIZADO;NULL;NULL;NULL;19;20240530
DIRECCIÓN DE EVALUACIÓN AMBIENTAL PARA PROYECTOS DE RECURSOS NATURALES Y PRODUCTIVOS;TALLER;HIDROCARBUROS;EIA-D DEL PROYECTO “DESARROLLO E INSTALACIÓN DE PRODUCCIÓN DEL LOTE 131;CEPSA PERUANA S.A.C.;PRESENCIAL;LOCAL COMUNAL - CASERÍO LOS ÁNGELES, DISTRITO TOURNAVISTA, PROVINCIA PUERTO INCA, DEPARTAMENTO HUÁNUCO;HUÁNUCO;20160827;09:00:00;REALIZADO;57;24;33;9;20240530
DIRECCIÓN DE EVALUACIÓN AMBIENTAL PARA PROYECTOS DE RECURSOS NATURALES Y PRODUCTIVOS;TALLER;HIDROCARBUROS;EIA-D DEL PROYECTO “DESARROLLO E INSTALACIÓN DE PRODUCCIÓN DEL LOTE 131;CEPSA PERUANA S.A.C.;PRESENCIAL;LOCAL COMUNAL - CENTRO POBLADO MACUYA, DISTRITO TOURNAVISTA, PROVINCIA PUERTO INCA, DEPARTAMENTO HUÁNUCO;HUÁNUCO;20160827;13:00:00;REALIZADO;92;42;50;11;20240530
DIRECCIÓN DE EVALUACIÓN AMBIENTAL PARA PROYECTOS DE RECURSOS NATURALES Y PRODUCTIVOS;TALLER;HIDROCARBUROS;EIA-D DEL PROYECTO “DESARROLLO E INSTALACIÓN DE PRODUCCIÓN DEL LOTE 131;CEPSA PERUANA S.A.C.;PRESENCIAL;LOCAL COMUNAL - CASERÍO ASCENSIÓN DE AGUAYTILLO, DISTRITO ALEXANDER VON HUMBOLDT, PROVINCIA PADRE ABAD, DEPARTAMENTO UCAYALI.;UCAYALI;20160828;09:00:00;REALIZADO;67;30;37;16;20240530
DIRECCIÓN DE EVALUACIÓN AMBIENTAL PARA PROYECTOS DE RECURSOS NATURALES Y PRODUCTIVOS;TALLER;HIDROCARBUROS;EIA-D DEL PROYECTO “DESARROLLO E INSTALACIÓN DE PRODUCCIÓN DEL LOTE 131;CEPSA PERUANA S.A.C.;PRESENCIAL;LOCAL COMUNAL -CASERÍO PRIMAVERA, DISTRITO ALEXANDER VON HUMBOLDT, PROVINCIA PADRE ABAD, DEPARTAMENTO UCAYALI.;UCAYALI;20160828;14:00:00;REALIZADO;45;23;22;2;20240530
DIRECCIÓN DE EVALUACIÓN AMBIENTAL PARA PROYECTOS DE RECURSOS NATURALES Y PRODUCTIVOS;TALLER;MINERÍA;ESTUDIO DE IMPACTO AMBIENTAL DETALLADO PROYECTO MINERO EL PADRINO;COMPAÑÍA MINERA MILPO S.A.A.;PRESENCIAL;LOCAL COMUNAL - CENTRO POBLADO PACHAPAQUI, DISTRITO DE AQUIA, PROVINCIA DE BOLOGNESI Y DEPARTAMENTO DE ANCASH;ANCASH;20160910;16:00:00;REALIZADO;52;19;33;12;20240530
DIRECCIÓN DE EVALUACIÓN AMBIENTAL PARA PROYECTOS DE RECURSOS NATURALES Y PRODUCTIVOS;TALLER;MINERÍA;ESTUDIO DE IMPACTO AMBIENTAL DETALLADO PROYECTO MINERO EL PADRINO;COMPAÑÍA MINERA MILPO S.A.A.;PRESENCIAL;LOCAL COMUNAL – COMUNIDAD CAMPESINA AQUIA, DISTRITO DE AQUIA, PROVINCIA DE BOLOGNESI Y DEPARTAMENTO DE ANCASH;ANCASH;20160911;09:00:00;REALIZADO;73;14;59;28;20240530
DIRECCIÓN DE EVALUACIÓN AMBIENTAL PARA PROYECTOS DE RECURSOS NATURALES Y PRODUCTIVOS;TALLER;ELECTRICIDAD;MEIA MODIFICACIÓN LÍNEA DE TRANSMISIÓN LOCAL 138 KV S.E. ILO 3 – S.E. PLAZA TOQUEPALA – VARIANTE DE LA LÍNEA DE TRANSMISIÓN LOCAL 138 KV”;ABENGOA PERÚ S.A.;PRESENCIAL;LOCAL COMUNAL DE LA COMUNIDAD CAMPESINA CARUMBRAYA, DISTRITO DE ILABAYA, PROVINCIA DE JORGE BASADRE Y DEPARTAMENTO DE TACNA;TACNA;20161106;09:00:00;REALIZADO;21;5;16;14;20240530
