"ORDEN
ALFABÉTICO";"ORDEN 
PRESUPUESTAL";DEPARTAMENTO;PROVINCIA;GOBIERNOS LOCALES; PIA ; PIM ;Puntaje de PIM; Certificación ; Compromiso Anual ; Atención de Compromiso Mensual  ; Devengado  ; Girado  ;Avance % ;Puntaje de Avance; Población ;Puntaje de Población;TOTAL;;;;;;;;;;;;
469;607;CUSCO ;LA CONVENCION;080903-300750: MUNICIPALIDAD DISTRITAL DE HUAYOPATA; S/460,000 ; S/350,648 ;3; S/291,665 ; S/291,665 ; S/291,665 ; S/291,665 ; S/291,665 ;83.2;4; S/5,487 ;2;9;;;;;;;;;;;;
76;608;ANCASH;CORONGO;020901-300143: MUNICIPALIDAD PROVINCIAL DE CORONGO; S/-   ; S/130,258 ;3; S/108,202 ; S/108,202 ; S/108,202 ; S/108,202 ; S/108,202 ;83.1;4; S/8,017 ;2;9;;;;;;;;;;;;
584;609;HUANUCO;DOS DE MAYO;100313-300906: MUNICIPALIDAD DISTRITAL DE PACHAS; S/-   ; S/439,104 ;3; S/435,744 ; S/370,014 ; S/368,988 ; S/363,553 ; S/363,553 ;82.8;4; S/4,821 ;2;9;;;;;;;;;;;;
350;610;CAJAMARCA;CHOTA;060404-300581: MUNICIPALIDAD DISTRITAL DE CHIGUIRIP; S/-   ; S/212,026 ;3; S/175,010 ; S/175,009 ; S/175,009 ; S/175,009 ; S/175,009 ;82.5;4; S/3,628 ;2;9;;;;;;;;;;;;
1154;611;SAN MARTIN;SAN MARTIN;220906-301764: MUNICIPALIDAD DISTRITAL DE EL PORVENIR; S/-   ; S/304,572 ;3; S/297,409 ; S/250,947 ; S/250,947 ; S/250,947 ; S/250,947 ;82.4;4; S/2,551 ;2;9;;;;;;;;;;;;
781;612;LA LIBERTAD;SANCHEZ CARRION;130906-301194: MUNICIPALIDAD DISTRITAL DE SANAGORAN; S/9,900 ; S/18,515 ;2; S/15,064 ; S/15,064 ; S/15,064 ; S/15,064 ; S/15,064 ;81.4;4; S/14,881 ;3;9;;;;;;;;;;;;
866;613;LIMA;CAÑETE;150502-301312: MUNICIPALIDAD DISTRITAL DE ASIA; S/100,000 ; S/346,897 ;3; S/279,795 ; S/279,795 ; S/278,795 ; S/275,834 ; S/275,014 ;79.5;3; S/10,686 ;3;9;;;;;;;;;;;;
878;614;LIMA;HUAROCHIRI;150716-301354: MUNICIPALIDAD DISTRITAL DE SAN ANTONIO; S/-   ; S/543,034 ;4; S/456,392 ; S/429,254 ; S/429,254 ; S/429,254 ; S/429,254 ;79;3; S/5,948 ;2;9;;;;;;;;;;;;
49;615;ANCASH;ANTONIO RAIMONDI;020303-300104: MUNICIPALIDAD DISTRITAL DE CHACCHO; S/457,677 ; S/722,428 ;4; S/722,427 ; S/711,747 ; S/567,627 ; S/567,627 ; S/567,627 ;78.6;3; S/1,346 ;2;9;;;;;;;;;;;;
808;616;LAMBAYEQUE;FERRENAFE;140203-301234: MUNICIPALIDAD DISTRITAL DE INCAHUASI; S/-   ; S/262,791 ;3; S/262,661 ; S/204,315 ; S/204,315 ; S/204,315 ; S/204,315 ;77.7;3; S/15,112 ;3;9;;;;;;;;;;;;
432;617;CUSCO ;ANTA;080306-300704: MUNICIPALIDAD DISTRITAL DE LIMATAMBO; S/550,000 ; S/938,324 ;4; S/717,305 ; S/717,305 ; S/717,305 ; S/717,305 ; S/717,305 ;76.4;3; S/7,754 ;2;9;;;;;;;;;;;;
887;618;LIMA;HUAURA;150803-301373: MUNICIPALIDAD DISTRITAL DE CALETA DE CARQUIN; S/-   ; S/588,557 ;4; S/588,557 ; S/446,879 ; S/441,712 ; S/441,712 ; S/441,712 ;75.1;3; S/8,491 ;2;9;;;;;;;;;;;;
375;619;CAJAMARCA;JAEN;060802-300624: MUNICIPALIDAD DISTRITAL DE BELLAVISTA; S/-   ; S/332,628 ;3; S/246,367 ; S/246,367 ; S/246,367 ; S/246,367 ; S/246,367 ;74.1;3; S/16,370 ;3;9;;;;;;;;;;;;
673;620;JUNIN;CONCEPCION;120201-301031: MUNICIPALIDAD PROVINCIAL DE CONCEPCION; S/500,000 ; S/150,000 ;3; S/146,517 ; S/146,499 ; S/146,499 ; S/108,899 ; S/108,899 ;72.6;3; S/16,806 ;3;9;;;;;;;;;;;;
57;621;ANCASH;BOLOGNESI;020510-300119: MUNICIPALIDAD DISTRITAL DE HUAYLLACAYAN; S/-   ; S/554,808 ;4; S/396,430 ; S/396,429 ; S/396,429 ; S/396,429 ; S/396,429 ;71.5;3; S/1,365 ;2;9;;;;;;;;;;;;
298;622;AYACUCHO;HUANTA;050411-301866: MUNICIPALIDAD DISTRITAL DE PUCACOLPA; S/-   ; S/605,000 ;4; S/430,043 ; S/430,043 ; S/428,323 ; S/428,323 ; S/428,323 ;70.8;3; S/2,299 ;2;9;;;;;;;;;;;;
644;623;ICA;NAZCA;110302-300986: MUNICIPALIDAD DISTRITAL DE CHANGUILLO; S/-   ; S/613,295 ;4; S/599,110 ; S/426,150 ; S/426,150 ; S/426,150 ; S/423,006 ;69.5;3; S/2,175 ;2;9;;;;;;;;;;;;
812;624;LAMBAYEQUE;LAMBAYEQUE;140301-301238: MUNICIPALIDAD PROVINCIAL DE LAMBAYEQUE; S/107,548 ; S/72,737 ;2; S/60,905 ; S/50,368 ; S/50,368 ; S/50,368 ; S/50,368 ;69.2;3; S/79,845 ;4;9;;;;;;;;;;;;
343;625;CAJAMARCA;CELENDIN;060304-300569: MUNICIPALIDAD DISTRITAL DE HUASMIN; S/-   ; S/425,000 ;3; S/316,990 ; S/302,874 ; S/299,874 ; S/291,610 ; S/291,610 ;68.6;3; S/10,885 ;3;9;;;;;;;;;;;;
240;626;AREQUIPA;CARAVELI;040307-300374: MUNICIPALIDAD DISTRITAL DE CHALA; S/900,001 ; S/404,237 ;3; S/316,194 ; S/311,508 ; S/311,428 ; S/276,428 ; S/275,942 ;68.4;3; S/10,368 ;3;9;;;;;;;;;;;;
642;627;ICA;CHINCHA;110211-300984: MUNICIPALIDAD DISTRITAL DE TAMBO DE MORA; S/-   ; S/548,129 ;4; S/371,700 ; S/371,700 ; S/371,700 ; S/371,700 ; S/371,700 ;67.8;3; S/6,574 ;2;9;;;;;;;;;;;;
403;628;CAJAMARCA;SAN PABLO;061201-300662: MUNICIPALIDAD PROVINCIAL DE SAN PABLO; S/-   ; S/223,300 ;3; S/155,595 ; S/151,357 ; S/151,357 ; S/149,357 ; S/149,357 ;66.9;3; S/13,460 ;3;9;;;;;;;;;;;;
1058;629;PUNO;CHUCUITO;210402-301634: MUNICIPALIDAD DISTRITAL DE DESAGUADERO; S/710,000 ; S/448,636 ;3; S/321,647 ; S/299,220 ; S/299,220 ; S/299,220 ; S/299,220 ;66.7;3; S/13,132 ;3;9;;;;;;;;;;;;
369;630;CAJAMARCA;CUTERVO;060612-300616: MUNICIPALIDAD DISTRITAL DE SANTO DOMINGO DE LA CAPILLA; S/10,000 ; S/689,702 ;4; S/631,339 ; S/455,860 ; S/455,860 ; S/455,860 ; S/455,860 ;66.1;3; S/5,015 ;2;9;;;;;;;;;;;;
823;631;LIMA;LIMA;150107-301256: MUNICIPALIDAD DISTRITAL DE CHACLACAYO; S/108,800 ; S/199,679 ;3; S/153,862 ; S/151,834 ; S/148,843 ; S/131,898 ; S/131,898 ;66.1;3; S/44,157 ;3;9;;;;;;;;;;;;
1041;632;PUNO;AZANGARO;210210-301617: MUNICIPALIDAD DISTRITAL DE SAMAN; S/-   ; S/643,423 ;4; S/467,044 ; S/425,484 ; S/425,484 ; S/425,484 ; S/391,984 ;66.1;3; S/9,231 ;2;9;;;;;;;;;;;;
104;633;ANCASH;MARISCAL LUZURIAGA;021305-300185: MUNICIPALIDAD DISTRITAL DE LLAMA; S/-   ; S/753,998 ;4; S/753,995 ; S/744,979 ; S/744,979 ; S/483,075 ; S/483,075 ;64.1;3; S/1,015 ;2;9;;;;;;;;;;;;
507;634;CUSCO ;URUBAMBA;081305-300789: MUNICIPALIDAD DISTRITAL DE MARAS; S/1,603,897 ; S/932,030 ;4; S/596,964 ; S/596,964 ; S/596,964 ; S/596,684 ; S/596,684 ;64;3; S/6,769 ;2;9;;;;;;;;;;;;
525;635;HUANCAVELICA;ACOBAMBA;090206-300814: MUNICIPALIDAD DISTRITAL DE PAUCARA; S/1,400,000 ; S/2,361,217 ;5; S/2,166,665 ; S/1,416,258 ; S/1,416,258 ; S/1,416,258 ; S/1,416,258 ;60;2; S/9,117 ;2;9;;;;;;;;;;;;
1040;636;PUNO;AZANGARO;210209-301616: MUNICIPALIDAD DISTRITAL DE POTONI; S/540,000 ; S/1,459,096 ;5; S/1,300,807 ; S/859,924 ; S/859,924 ; S/859,924 ; S/859,924 ;59.9;2; S/3,637 ;2;9;;;;;;;;;;;;
716;637;JUNIN;TARMA;120701-301098: MUNICIPALIDAD PROVINCIAL DE TARMA; S/70,000 ; S/113,797 ;3; S/88,060 ; S/88,060 ; S/88,060 ; S/66,133 ; S/66,133 ;58.1;2; S/50,544 ;4;9;;;;;;;;;;;;
487;638;CUSCO ;PARURO;081005-300762: MUNICIPALIDAD DISTRITAL DE HUANOQUITE; S/150,000 ; S/1,378,225 ;5; S/1,098,089 ; S/811,373 ; S/805,316 ; S/790,774 ; S/722,512 ;57.4;2; S/5,078 ;2;9;;;;;;;;;;;;
314;639;AYACUCHO;LUCANAS;050601-300479: MUNICIPALIDAD PROVINCIAL DE LUCANAS - PUQUIO; S/450,000 ; S/230,127 ;3; S/131,590 ; S/131,590 ; S/131,590 ; S/131,590 ; S/131,590 ;57.2;2; S/51,838 ;4;9;;;;;;;;;;;;
458;640;CUSCO ;CHUMBIVILCAS;080704-300735: MUNICIPALIDAD DISTRITAL DE COLQUEMARCA; S/600,000 ; S/3,310,881 ;5; S/2,626,264 ; S/1,887,129 ; S/1,887,129 ; S/1,885,107 ; S/1,885,107 ;56.9;2; S/7,110 ;2;9;;;;;;;;;;;;
273;641;AREQUIPA;ISLAY;040702-300424: MUNICIPALIDAD DISTRITAL DE COCACHACRA; S/52,000 ; S/1,834,892 ;5; S/1,825,813 ; S/1,041,500 ; S/1,041,500 ; S/1,041,050 ; S/1,039,654 ;56.7;2; S/8,363 ;2;9;;;;;;;;;;;;
855;642;LIMA;LIMA;150142-301291: MUNICIPALIDAD DISTRITAL DE VILLA EL SALVADOR; S/52,109 ; S/52,192 ;2; S/29,294 ; S/29,294 ; S/29,294 ; S/29,294 ; S/29,294 ;56.1;2; S/423,887 ;5;9;;;;;;;;;;;;
977;643;PIURA;AYABACA;200201-301538: MUNICIPALIDAD PROVINCIAL DE AYABACA; S/-   ; S/684,740 ;4; S/605,323 ; S/605,323 ; S/404,423 ; S/363,010 ; S/363,010 ;53;2; S/30,852 ;3;9;;;;;;;;;;;;
337;644;CAJAMARCA;CAJAMARCA;060109-300557: MUNICIPALIDAD DISTRITAL DE MAGDALENA; S/-   ; S/1,120,982 ;5; S/901,991 ; S/624,220 ; S/605,820 ; S/589,796 ; S/589,796 ;52.6;2; S/8,809 ;2;9;;;;;;;;;;;;
493;645;CUSCO ; PAUCARTAMBO;081105-300771: MUNICIPALIDAD DISTRITAL DE HUANCARANI; S/700,000 ; S/1,804,792 ;5; S/947,540 ; S/947,540 ; S/947,540 ; S/947,540 ; S/947,540 ;52.5;2; S/7,866 ;2;9;;;;;;;;;;;;
481;646;CUSCO ;LA CONVENCION;080916-301894: MUNICIPALIDAD DISTRITAL DE CIELO PUNCO; S/-   ; S/1,045,783 ;5; S/1,045,782 ; S/631,075 ; S/606,413 ; S/519,837 ; S/519,837 ;49.7;2; S/8,070 ;2;9;;;;;;;;;;;;
179;647;APURIMAC;CHINCHEROS;030602-300310: MUNICIPALIDAD DISTRITAL DE ANCO HUALLO; S/-   ; S/781,485 ;4; S/745,118 ; S/416,808 ; S/387,112 ; S/387,112 ; S/387,112 ;49.5;2; S/10,695 ;3;9;;;;;;;;;;;;
460;648;CUSCO ;CHUMBIVILCAS;080706-300737: MUNICIPALIDAD DISTRITAL DE LLUSCO; S/-   ; S/4,185,457 ;5; S/3,077,925 ; S/2,456,469 ; S/2,255,876 ; S/2,034,159 ; S/2,034,159 ;48.6;2; S/4,322 ;2;9;;;;;;;;;;;;
729;649;JUNIN;YAULI;120810-301117: MUNICIPALIDAD DISTRITAL DE YAULI; S/-   ; S/2,854,459 ;5; S/2,428,954 ; S/1,330,606 ; S/1,330,126 ; S/1,330,126 ; S/1,330,126 ;46.6;2; S/5,471 ;2;9;;;;;;;;;;;;
483;650;CUSCO ;LA CONVENCION;080918-301902: MUNICIPALIDAD DISTRITAL DE UNION ASHANINKA; S/-   ; S/533,373 ;4; S/231,869 ; S/231,869 ; S/231,869 ; S/231,869 ; S/231,869 ;43.5;2; S/15,264 ;3;9;;;;;;;;;;;;
214;651;AREQUIPA;AREQUIPA;040111-300341: MUNICIPALIDAD DISTRITAL DE MOLLEBAYA; S/200,000 ; S/2,286,054 ;5; S/2,286,052 ; S/937,111 ; S/937,111 ; S/937,111 ; S/937,111 ;41;2; S/6,998 ;2;9;;;;;;;;;;;;
419;652;CUSCO ;CUSCO;080106-300689: MUNICIPALIDAD DISTRITAL DE SANTIAGO; S/50,994 ; S/288,847 ;3; S/163,202 ; S/163,202 ; S/118,202 ; S/118,202 ; S/118,202 ;40.9;1; S/103,817 ;5;9;;;;;;;;;;;;
654;653;ICA;PISCO;110504-300998: MUNICIPALIDAD DISTRITAL DE INDEPENDENCIA; S/28,000 ; S/1,169,841 ;5; S/1,169,793 ; S/466,777 ; S/466,777 ; S/466,777 ; S/466,777 ;39.9;1; S/14,544 ;3;9;;;;;;;;;;;;
224;654;AREQUIPA;AREQUIPA;040124-300354: MUNICIPALIDAD DISTRITAL DE UCHUMAYO; S/-   ; S/1,813,092 ;5; S/1,648,041 ; S/1,615,404 ; S/724,311 ; S/699,592 ; S/699,592 ;38.6;1; S/16,195 ;3;9;;;;;;;;;;;;
373;655;CAJAMARCA;HUALGAYOC;060703-300622: MUNICIPALIDAD DISTRITAL DE HUALGAYOC; S/-   ; S/1,038,723 ;5; S/1,038,622 ; S/372,810 ; S/372,810 ; S/372,810 ; S/372,810 ;35.9;1; S/16,252 ;3;9;;;;;;;;;;;;
824;656;LIMA;LIMA;150109-301258: MUNICIPALIDAD DISTRITAL DE CIENEGUILLA; S/2,139,346 ; S/9,114,818 ;5; S/8,498,739 ; S/3,277,782 ; S/3,272,841 ; S/3,272,841 ; S/3,272,841 ;35.9;1; S/39,055 ;3;9;;;;;;;;;;;;
776;657;LA LIBERTAD;SANCHEZ CARRION;130901-301189: MUNICIPALIDAD PROVINCIAL DE SANCHEZ CARRION - HUAMACHUCO; S/3,063,261 ; S/543,965 ;4; S/543,784 ; S/260,803 ; S/228,288 ; S/194,960 ; S/194,960 ;35.8;1; S/79,944 ;4;9;;;;;;;;;;;;
783;658;LA LIBERTAD;SANCHEZ CARRION;130908-301196: MUNICIPALIDAD DISTRITAL DE SARTIMBAMBA; S/-   ; S/2,073,901 ;5; S/2,073,898 ; S/744,302 ; S/740,319 ; S/740,319 ; S/740,319 ;35.7;1; S/14,367 ;3;9;;;;;;;;;;;;
388;659;CAJAMARCA;SAN IGNACIO;060906-300640: MUNICIPALIDAD DISTRITAL DE SAN JOSE DE LOURDES; S/400,000 ; S/3,320,486 ;5; S/3,305,002 ; S/1,278,330 ; S/1,277,324 ; S/1,145,527 ; S/1,145,527 ;34.5;1; S/19,890 ;3;9;;;;;;;;;;;;
1075;660;PUNO;HUANCANE;210607-301651: MUNICIPALIDAD DISTRITAL DE TARACO; S/292,286 ; S/2,779,039 ;5; S/2,429,072 ; S/978,556 ; S/909,907 ; S/909,907 ; S/909,907 ;32.7;1; S/13,536 ;3;9;;;;;;;;;;;;
1163;661;TACNA;TACNA;230104-301781: MUNICIPALIDAD DISTRITAL DE CIUDAD NUEVA; S/30,890 ; S/2,198,467 ;5; S/1,906,051 ; S/747,125 ; S/747,125 ; S/712,553 ; S/680,928 ;32.4;1; S/32,834 ;3;9;;;;;;;;;;;;
228;662;AREQUIPA;AREQUIPA;040128-300358: MUNICIPALIDAD DISTRITAL DE YURA; S/27,000 ; S/1,585,366 ;5; S/1,559,864 ; S/1,554,364 ; S/506,633 ; S/506,633 ; S/506,633 ;32;1; S/43,033 ;3;9;;;;;;;;;;;;
1118;663;PUNO;SANDIA;211210-301841: MUNICIPALIDAD DISTRITAL DE SAN PEDRO DE PUTINA PUNCO; S/1,098,000 ; S/1,543,771 ;5; S/511,065 ; S/487,771 ; S/435,618 ; S/435,618 ; S/435,618 ;28.2;1; S/10,233 ;3;9;;;;;;;;;;;;
646;664;ICA;NAZCA;110305-300989: MUNICIPALIDAD DISTRITAL DE VISTA ALEGRE; S/-   ; S/17,392,042 ;5; S/4,790,473 ; S/4,346,564 ; S/4,115,124 ; S/4,115,124 ; S/4,115,124 ;23.7;1; S/24,894 ;3;9;;;;;;;;;;;;
1186;665;TUMBES;ZARUMILLA;240302-301813: MUNICIPALIDAD DISTRITAL DE AGUAS VERDES; S/5,000 ; S/6,710,272 ;5; S/6,710,271 ; S/1,505,332 ; S/1,505,322 ; S/1,505,322 ; S/1,505,322 ;22.4;1; S/19,195 ;3;9;;;;;;;;;;;;
93;666;ANCASH;HUARI;021014-300163: MUNICIPALIDAD DISTRITAL DE SAN MARCOS; S/5,331,665 ; S/107,914,718 ;5; S/93,068,224 ; S/41,734,728 ; S/24,346,557 ; S/23,333,721 ; S/22,620,817 ;21.6;1; S/19,498 ;3;9;;;;;;;;;;;;
643;667;ICA;NAZCA;110301-300985: MUNICIPALIDAD PROVINCIAL DE NASCA; S/-   ; S/6,905,579 ;5; S/6,800,965 ; S/1,672,281 ; S/1,396,722 ; S/1,377,870 ; S/1,377,870 ;20;1; S/27,772 ;3;9;;;;;;;;;;;;
339;668;CAJAMARCA;CAJABAMBA;060201-300562: MUNICIPALIDAD PROVINCIAL DE CAJABAMBA; S/196,150 ; S/1,262,274 ;5; S/230,280 ; S/226,173 ; S/226,173 ; S/222,171 ; S/222,171 ;18;1; S/34,231 ;3;9;;;;;;;;;;;;
518;669;HUANCAVELICA;HUANCAVELICA;090117-300808: MUNICIPALIDAD DISTRITAL DE YAULI; S/-   ; S/1,979,122 ;5; S/714,528 ; S/311,719 ; S/311,719 ; S/115,069 ; S/115,069 ;5.8;1; S/19,892 ;3;9;;;;;;;;;;;;
724;670;JUNIN;YAULI;120801-301108: MUNICIPALIDAD PROVINCIAL DE YAULI - LA OROYA; S/19,800 ; S/3,528,721 ;5; S/3,479,325 ; S/175,316 ; S/144,402 ; S/144,402 ; S/144,402 ;4.1;1; S/13,700 ;3;9;;;;;;;;;;;;
788;671;LA LIBERTAD;GRAN CHIMU;131101-301205: MUNICIPALIDAD PROVINCIAL GRAN CHIMU - CASCAS; S/389,884 ; S/4,904,771 ;5; S/4,829,763 ; S/331,849 ; S/16,972 ; S/16,948 ; S/16,948 ;0.3;1; S/14,344 ;3;9;;;;;;;;;;;;
1125;672;SAN MARTIN;MOYOBAMBA;220101-301701: MUNICIPALIDAD PROVINCIAL DE MOYOBAMBA; S/-   ; S/175,000 ;3; S/-   ; S/-   ; S/-   ; S/-   ; S/-   ;0;1; S/133,631 ;5;9;;;;;;;;;;;;
14;673;AMAZONAS;CHACHAPOYAS;010106-300006: MUNICIPALIDAD DISTRITAL DE CHUQUIBAMBA; S/-   ; S/6,000 ;2; S/6,000 ; S/6,000 ; S/6,000 ; S/6,000 ; S/6,000 ;100;5; S/702 ;1;8;;;;;;;;;;;;
15;674;AMAZONAS;CHACHAPOYAS;010111-300011: MUNICIPALIDAD DISTRITAL DE LEVANTO; S/-   ; S/50,000 ;2; S/50,000 ; S/50,000 ; S/50,000 ; S/50,000 ; S/50,000 ;100;5; S/803 ;1;8;;;;;;;;;;;;
17;675;AMAZONAS;CHACHAPOYAS;010117-300017: MUNICIPALIDAD DISTRITAL DE QUINJALCA; S/-   ; S/15,000 ;2; S/15,000 ; S/15,000 ; S/15,000 ; S/15,000 ; S/15,000 ;100;5; S/792 ;1;8;;;;;;;;;;;;
19;676;AMAZONAS;CHACHAPOYAS;010119-300019: MUNICIPALIDAD DISTRITAL DE SAN ISIDRO DE MAINO; S/-   ; S/36,530 ;2; S/36,529 ; S/36,529 ; S/36,529 ; S/36,529 ; S/36,529 ;100;5; S/590 ;1;8;;;;;;;;;;;;
32;677;AMAZONAS;LUYA;010516-300058: MUNICIPALIDAD DISTRITAL DE SAN CRISTOBAL; S/-   ; S/35,000 ;2; S/35,000 ; S/35,000 ; S/35,000 ; S/35,000 ; S/35,000 ;100;5; S/550 ;1;8;;;;;;;;;;;;
33;678;AMAZONAS;LUYA;010517-300059: MUNICIPALIDAD DISTRITAL DE SAN FRANCISCO DEL YESO; S/-   ; S/12,000 ;2; S/12,000 ; S/12,000 ; S/12,000 ; S/12,000 ; S/12,000 ;100;5; S/732 ;1;8;;;;;;;;;;;;
198;679;APURIMAC;GRAU;030710-300326: MUNICIPALIDAD DISTRITAL DE SANTA ROSA; S/-   ; S/44,257 ;2; S/44,257 ; S/44,257 ; S/44,257 ; S/44,257 ; S/44,257 ;100;5; S/562 ;1;8;;;;;;;;;;;;
201;680;APURIMAC;GRAU;030713-300329: MUNICIPALIDAD DISTRITAL DE VIRUNDO; S/-   ; S/15,254 ;2; S/15,254 ; S/15,254 ; S/15,254 ; S/15,254 ; S/15,254 ;100;5; S/643 ;1;8;;;;;;;;;;;;
249;681;AREQUIPA;CASTILLA;040406-300386: MUNICIPALIDAD DISTRITAL DE CHOCO; S/-   ; S/15,000 ;2; S/15,000 ; S/15,000 ; S/15,000 ; S/15,000 ; S/15,000 ;100;5; S/666 ;1;8;;;;;;;;;;;;
252;682;AREQUIPA;CASTILLA;040411-300391: MUNICIPALIDAD DISTRITAL DE TIPAN; S/-   ; S/11,000 ;2; S/11,000 ; S/11,000 ; S/11,000 ; S/11,000 ; S/11,000 ;100;5; S/429 ;1;8;;;;;;;;;;;;
330;683;AYACUCHO;VICTOR FAJARDO;051003-300531: MUNICIPALIDAD DISTRITAL DE APONGO; S/-   ; S/2,080 ;2; S/2,080 ; S/2,080 ; S/2,080 ; S/2,080 ; S/2,080 ;100;5; S/565 ;1;8;;;;;;;;;;;;
344;684;CAJAMARCA;CELENDIN;060305-300570: MUNICIPALIDAD DISTRITAL DE JORGE CHAVEZ; S/-   ; S/1,058 ;2; S/1,058 ; S/1,058 ; S/1,058 ; S/1,058 ; S/1,058 ;100;5; S/461 ;1;8;;;;;;;;;;;;
534;685;HUANCAVELICA; CASTROVIRREYNA;090410-300838: MUNICIPALIDAD DISTRITAL DE SAN JUAN; S/-   ; S/10,000 ;2; S/10,000 ; S/10,000 ; S/10,000 ; S/10,000 ; S/10,000 ;100;5; S/769 ;1;8;;;;;;;;;;;;
552;686;HUANCAVELICA;HUAYTARA;090615-300866: MUNICIPALIDAD DISTRITAL DE SANTO DOMINGO DE CAPILLAS; S/-   ; S/19,000 ;2; S/19,000 ; S/19,000 ; S/19,000 ; S/19,000 ; S/19,000 ;100;5; S/751 ;1;8;;;;;;;;;;;;
660;687;JUNIN;HUANCAYO;120105-301005: MUNICIPALIDAD DISTRITAL DE CHACAPAMPA; S/-   ; S/3,420 ;2; S/3,420 ; S/3,420 ; S/3,420 ; S/3,420 ; S/3,420 ;100;5; S/941 ;1;8;;;;;;;;;;;;
862;688;LIMA;CANTA;150404-301307: MUNICIPALIDAD DISTRITAL DE HUAROS; S/60,000 ; S/67,689 ;2; S/67,675 ; S/67,675 ; S/67,675 ; S/67,675 ; S/67,675 ;100;5; S/761 ;1;8;;;;;;;;;;;;
875;689;LIMA;HUARAL;150612-301338: MUNICIPALIDAD DISTRITAL VEINTISIETE DE NOVIEMBRE; S/34,000 ; S/61,443 ;2; S/61,442 ; S/61,442 ; S/61,442 ; S/61,442 ; S/61,442 ;100;5; S/389 ;1;8;;;;;;;;;;;;
896;690;LIMA;YAUYOS;151004-301392: MUNICIPALIDAD DISTRITAL DE AYAVIRI; S/5,000 ; S/8,627 ;2; S/8,627 ; S/8,627 ; S/8,627 ; S/8,627 ; S/8,627 ;100;5; S/518 ;1;8;;;;;;;;;;;;
903;691;LIMA;YAUYOS;151015-301403: MUNICIPALIDAD DISTRITAL DE HUANGASCAR; S/-   ; S/7,200 ;2; S/7,200 ; S/7,200 ; S/7,200 ; S/7,200 ; S/7,200 ;100;5; S/648 ;1;8;;;;;;;;;;;;
907;692;LIMA;YAUYOS;151025-301413: MUNICIPALIDAD DISTRITAL DE QUINOCAY; S/-   ; S/21,000 ;2; S/21,000 ; S/21,000 ; S/21,000 ; S/21,000 ; S/21,000 ;100;5; S/415 ;1;8;;;;;;;;;;;;
908;693;LIMA;YAUYOS;151030-301418: MUNICIPALIDAD DISTRITAL DE TOMAS; S/-   ; S/1,150 ;2; S/1,150 ; S/1,150 ; S/1,150 ; S/1,150 ; S/1,150 ;100;5; S/484 ;1;8;;;;;;;;;;;;
925;694;LORETO;REQUENA;160508-301461: MUNICIPALIDAD DISTRITAL DE SOPLIN; S/-   ; S/30,300 ;2; S/30,300 ; S/30,300 ; S/30,300 ; S/30,300 ; S/30,300 ;100;5; S/701 ;1;8;;;;;;;;;;;;
951;695;PASCO;PASCO;190106-301506: MUNICIPALIDAD DISTRITAL DE PALLANCHACRA; S/-   ; S/12,000 ;2; S/12,000 ; S/12,000 ; S/12,000 ; S/12,000 ; S/12,000 ;100;5; S/540 ;1;8;;;;;;;;;;;;
960;696;PASCO;DANIEL A CARRION;190205-301518: MUNICIPALIDAD DISTRITAL DE SAN PEDRO DE PILLAO; S/-   ; S/10,000 ;2; S/10,000 ; S/10,000 ; S/10,000 ; S/10,000 ; S/10,000 ;100;5; S/991 ;1;8;;;;;;;;;;;;
1124;697;PUNO;YUNGUYO;211306-301699: MUNICIPALIDAD DISTRITAL DE TINICACHI; S/3,480 ; S/1,500 ;2; S/1,500 ; S/1,500 ; S/1,500 ; S/1,500 ; S/1,500 ;100;5; S/876 ;1;8;;;;;;;;;;;;
725;698;JUNIN;YAULI;120802-301109: MUNICIPALIDAD DISTRITAL DE CHACAPALPA; S/-   ; S/39,695 ;2; S/39,689 ; S/39,689 ; S/39,689 ; S/39,651 ; S/39,651 ;99.9;5; S/665 ;1;8;;;;;;;;;;;;
8;699;AMAZONAS;BONGARA;010309-300036: MUNICIPALIDAD DISTRITAL DE SAN CARLOS; S/3,000 ; S/3,000 ;2; S/2,991 ; S/2,991 ; S/2,991 ; S/2,991 ; S/2,991 ;99.7;5; S/551 ;1;8;;;;;;;;;;;;
114;700;ANCASH;PALLASCA;021506-300204: MUNICIPALIDAD DISTRITAL DE LACABAMBA; S/98,080 ; S/20,080 ;2; S/20,000 ; S/20,000 ; S/20,000 ; S/20,000 ; S/20,000 ;99.6;5; S/517 ;1;8;;;;;;;;;;;;
900;701;LIMA;YAUYOS;151010-301398: MUNICIPALIDAD DISTRITAL DE COCHAS; S/-   ; S/61,000 ;2; S/60,360 ; S/60,360 ; S/60,360 ; S/60,360 ; S/60,360 ;99;5; S/213 ;1;8;;;;;;;;;;;;
284;702;AREQUIPA;LA UNION;040810-300438: MUNICIPALIDAD DISTRITAL DE TOMEPAMPA; S/-   ; S/61,044 ;2; S/60,208 ; S/60,208 ; S/60,208 ; S/60,208 ; S/60,208 ;98.6;5; S/658 ;1;8;;;;;;;;;;;;
899;703;LIMA;YAUYOS;151009-301397: MUNICIPALIDAD DISTRITAL DE CHOCOS; S/-   ; S/92,444 ;2; S/90,742 ; S/90,742 ; S/90,742 ; S/90,742 ; S/90,742 ;98.2;5; S/770 ;1;8;;;;;;;;;;;;
